audio_path,kichwa_original,kichwa_normalizado,kichwa_json_match,espanol,tipo_match,score
185.mp3,Payka corrupto runakunawanllami purin.,payka corrupto runakunawanllami purin,payka corrupto runakunawanllami purin,Porque él está con su mafia de corruptos,exacto,100.0
144.mp3,"Chaypichu kanki, Miguelina?",chaypichu kanki miguelina,chaypichu kanki miguelina,¿Estás ahí?,exacto,100.0
55.mp3,"Kikinka ña yallishkanki, tayta.",kikinka ña yallishkanki tayta,kikinka ña yallishkanki tayta,"Usted ya cruzó la raya, abuelo.",exacto,100.0
93.mp3,"Shinami, mashiku.",shinami mashiku,shinami mashiku,Cierto.,exacto,100.0
57.mp3,"Kutin pitak kanki kanka, yachayta ushanichu?",kutin pitak kanki kanka yachayta ushanichu,kutin pitak kanki kanka yachayta ushanichu,"¿Y quién es usted, si puede saberse?",exacto,100.0
125.mp3,"Allimi kani, hampik.",allimi kani hampik,allimi kani hampik,"Estoy bien, doctor.",exacto,100.0
177.mp3,Mana sakishunchu.,mana sakishunchu,mana sakishunchu,No lo vamos a permitir.,exacto,100.0
27.mp3,Kimsantin warmikunami chaypi karka.,kimsantin warmikunami chaypi karka,kimsantin warmikunami chaypi karka,Y ahí estaba aquel trío de mujeres.,exacto,100.0
72.mp3,"Katukrinchik, mashi.",katukrinchik mashi,katukrinchik mashi,"Ese es el negocio, vecina.",exacto,100.0
131.mp3,"Imashna muskunki, Gumersinda.",imashna muskunki gumersinda,imashna muskunki gumersinda,"Cómo sueñas, Gumersinda.",exacto,100.0
18.mp3,Chayka shina pachami kan.,chayka shina pachami kan,chayka shinapachami kan,Así es.,fuzzy,97.87234042553192
104.mp3,Imashinatak virtualmente yachakukrinyari?,imashinatak virtualmente yachakukrinyari,imashinatak virtualmente yachakukrinyari,¿Cómo van a estudiar virtualmente?,exacto,100.0
168.mp3,Apéndice niskata Martapa ushita wiksamanta llukchirkani.,apéndice niskata martapa ushita wiksamanta llukchirkani,apéndice nishkata martapa ushita wiksamanta llukchirkani,Yo operé a la hija de Marta de apendicitis.,fuzzy,99.09909909909909
172.mp3,Pipash charishpaka karamuchun.,pipash charishpaka karamuchun,pipash charishpaka karamuchun,Quien tenga que comparta.,exacto,100.0
103.mp3,Chay Wilson Gualachika parlaytaka mana shaykunchu.,chay wilson gualachika parlaytaka mana shaykunchu,chay wilson gualachika parlaytaka mana shaykunchu,A ese Wilson Gualachi no le falta saliva.,exacto,100.0
176.mp3,"Ama ruraychu, alcaldesa, ama wañuychu!",ama ruraychu alcaldesa ama wañuychu,ama ruraychu alcaldesa ama wañuychu,"¡No lo haga, alcaldesa, no se suicide!",exacto,100.0
92.mp3,"Imatapash, imatapash.",imatapash imatapash,imatapash imatapash,"Cualquier cosa, cualquier cosa.",exacto,100.0
48.mp3,"Rikuy, Marta.",rikuy marta,rikuy marta,"Imagínate, Marta.",exacto,100.0
196.mp3,Mana sakishunchu.,mana sakishunchu,mana sakishunchu,No lo vamos a permitir.,exacto,100.0
136.mp3,Shinapash kikinka ñami payallaku kanki.,shinapash kikinka ñami payallaku kanki,shinapash kikinka ñami payallaku kanki,Pero usted es de la tercera edad.,exacto,100.0
143.mp3,"Willachikurka mana pandemiachu nishpa, ashtawankarin plandemia.",willachikurka mana pandemiachu nishpa ashtawankarin plandemia,willachikurka mana pandemiachu nishpa ashtawankarin plandemia,"Y explica que esto no es una pandemia, sino un “plandemia”.",exacto,100.0
2.mp3,Alcaldíata pushakta consejo municipalta pushaktapashmi akllakrin.,alcaldíata pushakta consejo municipalta pushaktapashmi akllakrin,alcaldíata pushakta consejo municipalta pushaktapashmi akllakrin,Está en juego la Alcaldía y el Concejo.,exacto,100.0
93.mp3,Runakuna yachaytapash na yachankachu.,runakuna yachaytapash na yachankachu,runakuna yachaytapash na yachankachu,Seguro que la gente ni se ha enterado.,exacto,100.0
34.mp3,Shuk sumak willayta charini.,shuk sumak willayta charini,shuk sumak willayta charini,Le tengo una buena noticia.,exacto,100.0
13.mp3,Makanakuyka makanakushpami.,makanakuyka makanakushpami,makanakuyka makanakushpami,La pelea es peleando.,exacto,100.0
88.mp3,Nachu shina alli kanka yari?,nachu shina alli kanka yari,nachu shina alli kankayari,¿No le parece necesario?,fuzzy,98.11320754716981
28.mp3,Llamkana pankata mana charishpaka yankalla uyachik antami kanka.,llamkana pankata mana charishpaka yankalla uyachik antami kanka,llamkana pankata mana charishpaka yankalla uyachik antami kanka,Pero si no tiene licencia es una radio pirata.,exacto,100.0
16.mp3,"Kikin, alli warmi, tukuymanta kuyashka warmi, kayta rurakunki.",kikin alli warmi tukuymanta kuyashka warmi kayta rurakunki,kikin alli warmi tukuymanta kuyashka warmi kayta rurakunki,"Usted, una mujer mayor y de respeto, haciendo esto.",exacto,100.0
43.mp3,Imata yuyanki.,imata yuyanki,imata yuyanki,¿Qué te has creído?,exacto,100.0
7.mp3,Jaboneropak ayllu llaktapi,jaboneropak ayllu llaktapi,jaboneropak ayllu llaktapi,En el Barrio del Jabonero,exacto,100.0
97.mp3,Imatatak mapa nikunki.,imatatak mapa nikunki,imatatak mapa nikunki,[MISSING],exacto,100.0
66.mp3,"Ministeriota kutin tapukrini, e, kay killaka wamprakunapash vacunarinka niwashka.",ministeriota kutin tapukrini e kay killaka wamprakunapash vacunarinka niwashka,ministeriota kutin tapukrini e kay killaka wamprakunapash vacunarinka niwashka,"Voy a presionar en el Ministerio, me han asegurado que en este mes se vacunan hasta los jóvenes.",exacto,100.0
92.mp3,Chaytaka manarak yachanichu.,chaytaka manarak yachanichu,chaytaka manarak yachanichu,Todavía no lo sé.,exacto,100.0
44.mp3,Tukuyta apakrini.,tukuyta apakrini,tukuyta apakrini,Me los llevo todos.,exacto,100.0
141.mp3,Ñuka samana punchaka?,ñuka samana punchaka,ñuka samana punchaka,¿Y las vacaciones?,exacto,100.0
168.mp3,"Ari, haku haku, tayta cura.",ari haku haku tayta cura,ari haku haku tayta cura,"Sí, vamos vamos, señor cura.",exacto,100.0
115.mp3,"Wayrata aysakka sarun killakunapi wakllishka karka, kaykama allichinkapak mana shamushkachu.",wayrata aysakka sarun killakunapi wakllishka karka kaykama allichinkapak mana shamushkachu,wayrata aysakka sarun killakunapi wakllishka karka kaykama allichinkapak mana shamushkachu,La planta de oxígeno se estropeó hace unos meses y no hay quién la arregle.,exacto,100.0
81.mp3,"Alcaldesa, ashtawankarin chay proyecto mineromanta rimankapakmi shamurkani.",alcaldesa ashtawankarin chay proyecto mineromanta rimankapakmi shamurkani,alcaldesa ashtawankarin chay proyecto mineromanta rimankapakmi shamurkani,"Alcaldesa, sino vine a hablar sobre ese proyecto minero.",exacto,100.0
9.mp3,Paypa riksik médico kay hampik mashipaman tapunkapak rirkami.,paypa riksik médico kay hampik mashipaman tapunkapak rirkami,paypa riksik médico kay hampik mashipaman tapunkapak rirkami,Me contó que iba a consultarle a un médico de su confianza.,exacto,100.0
163.mp3,"Juez nishka, na suficiente pruebaskuna tiyanchu cárcelpi sakinkapak nishka.",juez nishka na suficiente pruebaskuna tiyanchu cárcelpi sakinkapak nishka,juez nishka na suficiente pruebaskuna tiyanchu cárcelpi sakinkapak nishka,Dicen que dicen que el juez dijo que no había pruebas suficientes para dejarlo en cana.,exacto,100.0
79.mp3,Karikunaka ullutami charinkuna.,karikunaka ullutami charinkuna,karikunaka ullutami charinkuna,Varones tienen pene.,exacto,100.0
147.mp3,"Chay chishillatak paypak yana paño muchikuta churakushka, Amaruka alcaldesa Magdalena Ayalapa ñawpapi shayarirka.",chay chishillatak paypak yana paño muchikuta churakushka amaruka alcaldesa magdalena ayalapa ñawpapi shayarirka,chay chishillatak paypak yana paño muchikuta churakushka amaruka alcaldesa magdalena ayalapa ñawpapi shayarirka,"Y esa misma tarde, con su sombrero de paño negro que no se quitaba ni para comer, Amaru estaba frente a la alcaldesa Magdalena Ayala.",exacto,100.0
118.mp3,Pandemia tiyashka pachakunapika chay kullkiwan kawsayta ushanchik mari..,pandemia tiyashka pachakunapika chay kullkiwan kawsayta ushanchik mari,pandemia tiyashka pachakunapika chay kullkiwan kawsayta ushanchikmari,Durante toda la pandemia podemos vivir con eso dinero.,fuzzy,99.28057553956835
37.mp3,Llashak pachakuna mutsurin llullu wawa tukuchunka.,llashak pachakuna mutsurin llullu wawa tukuchunka,llashak pachakuna mutsurin llullu wawa tukuchunka,Y le falta mucho para llegar a ser un bebé.,exacto,100.0
126.mp3,"Ari, ña rikukuni kushilla kakta.",ari ña rikukuni kushilla kakta,ari ña rikukuni kushilla kakta,"Por lo que veo, están super empilados.",exacto,100.0
214.mp3,Paykunapa mapayashka mana tukurinkachu.,paykunapa mapayashka mana tukurinkachu,paykunapa mapayashka mana tukurinkachu,La contaminación de esa minera queda para siempre.,exacto,100.0
52.mp3,"Gumersinda, mashi Gumersinda.",gumersinda mashi gumersinda,gumersinda mashi gumersinda,"Gumersinda, señora Gumersinda.",exacto,100.0
82.mp3,Zapateríamanta ña anchuchirka.,zapateríamanta ña anchuchirka,zapateríamanta ña anchuchirka,El de la zapatería ya quitó.,exacto,100.0
152.mp3,Hamuktankichu?,hamuktankichu,hamuktankichu,¿Te das cuenta?,exacto,100.0
72.mp3,Ñukaka mana kayta rurashkanichu.,ñukaka mana kayta rurashkanichu,ñukaka mana kayta rurashkanichu,Porque yo no nunca hice esto.,exacto,100.0
39.mp3,"Shinallatak chay tawka tawka waranka millón kullkikunata, kay drogakuna tukuchishun nishka makanakuypimi churana rantika, hampikunapi, yachachikkunapi churana.",shinallatak chay tawka tawka waranka millón kullkikunata kay drogakuna tukuchishun nishka makanakuypimi churana rantika hampikunapi yachachikkunapi churana,shinallatak chay tawka tawka waranka millón kullkikunata kay drogakuna tukuchishun nishka makanakuypimi churana rantika hampikunapi yachachikkunapi churana,Y los miles de millones que se botan en la famosa “guerra contra las drogas” podrían emplearse en salud pública y educación.,exacto,100.0
147.mp3,"Matildaku yachana wasiman tikranka, kushilla kankapak.",matildaku yachana wasiman tikranka kushilla kankapak,matildaku yachana wasiman tikranka kushilla kankapak,Matildita volverá a la escuela y será feliz.,exacto,100.0
164.mp3,"Chayka alcaldíata shuwankapakmi, alcaldíata shuwankapakmi kay mafioso runakuna munanakun.",chayka alcaldíata shuwankapakmi alcaldíata shuwankapakmi kay mafioso runakuna munanakun,chayka alcaldíata shuwankapakmi alcaldíata shuwankapakmi kay mafioso runakuna munanakun,Ese golpe de Alcaldía que quieren hacer los mafiosos.,exacto,100.0
12.mp3,Pandemiamanta rimaykuna,pandemiamanta rimaykuna,pandemiamanta rimaykuna,Historias de la pandemia,exacto,100.0
22.mp3,Ñami paypak watakunata charin.,ñami paypak watakunata charin,ñami paypak watakunata charin,Ya tiene sus años.,exacto,100.0
87.mp3,"Ama kayta rurawaychu, honrada warmimi kani.",ama kayta rurawaychu honrada warmimi kani,ama kayta rurawaychu honrada warmimi kani,"No me hagan esto, muchachos, yo soy una mujer honrada.",exacto,100.0
183.mp3,Jaboneropak ayllullaktapi,jaboneropak ayllullaktapi,jaboneropak ayllullaktapi,En el Barrio del Jabonero,exacto,100.0
123.mp3,"Tukuykunapa kashka covid pruebakunata shuwashpa, katushka nishpami huchachikrinchik.",tukuykunapa kashka covid pruebakunata shuwashpa katushka nishpami huchachikrinchik,tukuykunapa kashka covid pruebakunata shuwashpa katushka nishpami huchachikrinchik,De sustraer y vender pruebas covid que son un bien público.,exacto,100.0
65.mp3,Kallari pachakunamantallatak tayta Dios diseño original nishka churashkata mana uyan.,kallari pachakunamantallatak tayta dios diseño original nishka churashkata mana uyan,kallari pachakunamantallatak tayta dios diseño original nishka churashkata mana uyan,No respetan el diseño original que Dios estableció desde el comienzo del mundo.,exacto,100.0
155.mp3,"Kallariypika pandemia, kunanka yapa tamyawan, yarkay rikurimun.",kallariypika pandemia kunanka yapa tamyawan yarkay rikurimun,kallariypika pandemia kunanka yapa tamyawan yarkay rikurimun,"La pandemia primero y ahora, con la inundación, el hambre.",exacto,100.0
183.mp3,"Shimi killparinakunawan, tiyarinakunata karu karulla churashpa, ashalla yachakukkuna kachun, yaykukpi temperaturakunata hapichun, chay tukuyta.",shimi killparinakunawan tiyarinakunata karu karulla churashpa ashalla yachakukkuna kachun yaykukpi temperaturakunata hapichun chay tukuyta,shimi killparinakunawan tiyarinakunata karu karulla churashpa ashalla yachakukkuna kachun yaykukpi temperaturakunata hapichun chay tukuyta,"Con mascarilla, poniendo distancia entre los pupitres, menos estudiantes por salón, les toman la temperatura al entrar.",exacto,100.0
111.mp3,"Ñukataka mana takariwankichu, uyakunkichu?",ñukataka mana takariwankichu uyakunkichu,ñukataka mana takariwankichu uyakunkichu,"Ni un dedo encima, ¿me oyes?",exacto,100.0
196.mp3,Imata imata ?,imata imata ,imatak imatak,"¿Qué, qué?",fuzzy,88.0
91.mp3,"Chayka, kan nikunki tantanakuytaka pikunallatak kakrin?",chayka kan nikunki tantanakuytaka pikunallatak kakrin,chayka kan nikunki tantanakuytaka pikunallatak kakrin,¿Y con quiénes formamos ese grupo que propones?,exacto,100.0
23.mp3,Rantika zanahoriata karasha.,rantika zanahoriata karasha,rantika zanahoriata karasha,Te los cambio por mis zanahorias.,exacto,100.0
35.mp3,"Ari, shinami kan.",ari shinami kan,ari shinami kan,"Sí, eso es cierto.",exacto,100.0
12.mp3,Ashtawan uyachinkapak munankichik?,ashtawan uyachinkapak munankichik,ashtawan uyachinkapak munankichik,¿Quieren escuchar más?,exacto,100.0
138.mp3,"Leonorpak churi kirumanta urmashka, chay waykuman rina ñanpi tiyakuk hatun yuramanta.",leonorpak churi kirumanta urmashka chay waykuman rina ñanpi tiyakuk hatun yuramanta,leonorpak churi kirumanta urmashka chay waykuman rina ñanpi tiyakuk hatun yuramanta,"Que el hijo de la Leonor se cayó de la mata, del arbolón ése que hay en el camino a las Peñas.",exacto,100.0
3.mp3,Ninan llakiyapashkami kanchik.,ninan llakiyapashkami kanchik,ninan llakiyapashkami kanchik,Está muy angustiada.,exacto,100.0
111.mp3,"Bullying nishkata rurakpi, chaymi ñukanchik yuyayta wakllichin, wawakuna.",bullying nishkata rurakpi chaymi ñukanchik yuyayta wakllichin wawakuna,bullying nishkata rurakpi chaymi ñukanchik yuyayta wakllichin wawakuna,"Si te hago bullying, si te molesto todo el tiempo, estoy dañando tu mente, niños.",exacto,100.0
30.mp3,Tukuy yuyukunata ñukanchik alli mikunata charinkapak.,tukuy yuyukunata ñukanchik alli mikunata charinkapak,tukuy yuyukunata ñukanchik alli mikunata charinkapak,Verduras para mejorar nuestra alimentación.,exacto,100.0
34.mp3,Chaypami wanuta charinchik.,chaypami wanuta charinchik,chaypami wanuta charinchik,Para eso tenemos el compost.,exacto,100.0
43.mp3,"Ñukanchik taytakunamantami kashka, ñawpamantapacha.",ñukanchik taytakunamantami kashka ñawpamantapacha,ñukanchik taytakunamantami kashka ñawpamantapacha,"Lo han sido desde nuestros abuelos, desde siempre.",exacto,100.0
133.mp3,"Ari, kay Diospak shimi sawarina, kay taytapi, mamapi, wawapi tradicional ayllukunamanta chay tukuy cuentokuna.",ari kay diospak shimi sawarina kay taytapi mamapi wawapi tradicional ayllukunamanta chay tukuy cuentokuna,ari kay diospak shimi sawarina kay taytapi mamapi wawapi tradicional ayllukunamanta chay tukuy cuentokuna,"Y todo ese cuento del diseño original, el matrimonio bíblico, la familia tradicional de papá-mamá-nené.",exacto,100.0
208.mp3,Sumak pachami kan.,sumak pachami kan,sumakpachami kan,Muy bueno.,fuzzy,96.96969696969697
155.mp3,"Kunkay tukushkakunapak, mana rikuy tukushkakunapak yanapayta chariymantami ñukanchik mishashunmi yuyanchik.",kunkay tukushkakunapak mana rikuy tukushkakunapak yanapayta chariymantami ñukanchik mishashunmi yuyanchik,kunkay tukushkakunapak mana rikuy tukushkakunapak yanapayta chariymantami ñukanchik mishashunmi yuyanchik,"Porque representamos a los ninguneados, a las invisibles, a los sin nombre, a quienes cada día se preguntan si habrá vida, antes de la muerte.",exacto,100.0
140.mp3,"Kishpichiway mana yachaymanta, shinapash, imatak chayka pushak juez?",kishpichiway mana yachaymanta shinapash imatak chayka pushak juez,kishpichiway mana yachaymanta shinapash imatak chayka pushak juez,"Disculpe la ignorancia, pero ¿qué es eso, señor Juez?",exacto,100.0
80.mp3,Shuk entidad pública killkashkakunata na imatapash kutichikpika kimsa chunka puncha kipa ña respuesta favorable shinami rikurin.,shuk entidad pública killkashkakunata na imatapash kutichikpika kimsa chunka puncha kipa ña respuesta favorable shinami rikurin,shuk entidad pública killkashkakunata na imatapash kutichikpika kimsa chunka puncha kipa ña respuesta favorable shinami rikurin,Si una entidad pública no da ninguna respuesta a una solicitud ciudadana en un plazo de 30 días se entiende que la respuesta es favorable.,exacto,100.0
152.mp3,"Kanka na riksinkichu, mashi, kay minucioso informe de impacto ambiental nishkata presentashka empresa alli pacha shinashkata.",kanka na riksinkichu mashi kay minucioso informe de impacto ambiental nishkata presentashka empresa alli pacha shinashkata,kanka na riksinkichu mashi kay minucioso informe de impacto ambiental nishkata presentashka empresa alli pacha shinashkata,"Usted desconoce, amigo, el minucioso informe de impacto ambiental presentado por la empresa con los más altos estándares de excelencia.",exacto,100.0
114.mp3,Manuelapa yuyayta yanapanimi.,manuelapa yuyayta yanapanimi,manuelapa yuyayta yanapanimi,Apoyo la idea de Manuela.,exacto,100.0
148.mp3,Uyay Gumersinda.,uyay gumersinda,uyay gumersinda,"Escucha, Gumersinda.",exacto,100.0
30.mp3,Ima shinatakyari?,ima shinatakyari,imashinatakyari,¿cómo es?,fuzzy,96.7741935483871
35.mp3,Paypa iglesiaman hakuchik.,paypa iglesiaman hakuchik,paypa iglesiaman hakuchik,Acérquense a su iglesia.,exacto,100.0
131.mp3,"Kishpichiway, kankunaka imatatak nikunkichik?",kishpichiway kankunaka imatatak nikunkichik,kishpichiway kankunaka imatatak nikunkichik,"Perdón, ¿cómo dicen ustedes?",exacto,100.0
125.mp3,Pushak alcaldesa.,pushak alcaldesa,pushak alcaldesa,Señora alcaldesa.,exacto,100.0
77.mp3,"Kunkaychik wamprakuna, ñukaka mana mapa negociokunapi satirinichu.",kunkaychik wamprakuna ñukaka mana mapa negociokunapi satirinichu,kunkaychik wamprakuna ñukaka mana mapa negociokunapi satirinichu,"Olvídense, jóvenes, yo no me meto en negocios sucios.",exacto,100.0
33.mp3,Mutikichiyari.,mutikichiyari,mutkichiyyari,[MISSING],fuzzy,92.3076923076923
2.mp3,"Ashtaka killakuna kipa, yachana wasikuna paskarishkamanta.",ashtaka killakuna kipa yachana wasikuna paskarishkamanta,ashtaka killakuna kipa yachana wasikuna paskarishkamanta,"Por fin, después de tantos meses, se han abierto las escuelas.",exacto,100.0
112.mp3,Ñami ashtaka kanchik.,ñami ashtaka kanchik,ñami ashtaka kanchik,Ya somos muchas.,exacto,100.0
183.mp3,"Imatatak rurashun, paniku?",imatatak rurashun paniku,imatatak rurashun paniku,"¿Qué hacemos, hermana?",exacto,100.0
168.mp3,Mapakunata chimpachina ranti ? nachu.,mapakunata chimpachina ranti nachu,mapakunata chimpachina ranti kay nachu,En vez de contagiar desinfecto.,fuzzy,94.44444444444444
92.mp3,"Alli nishka, mashi Gumer.",alli nishka mashi gumer,alli nishka mashi gumer,"Bien dicho, doña Gumer.",exacto,100.0
45.mp3,Ima killkakunata?,ima killkakunata,ima killkakunata,¿Qué papeles?,exacto,100.0
80.mp3,"Wawkikuna, ama llakiriychikchu.",wawkikuna ama llakiriychikchu,wawkikuna ama llakiriychikchu,"No se preocupen, hermanos.",exacto,100.0
154.mp3,"Kimsa chunka wamprakunami kanchik, imatapash rurankapak munanakunchik.",kimsa chunka wamprakunami kanchik imatapash rurankapak munanakunchik,kimsa chunka wamprakunami kanchik imatapash rurankapak munanakunchik,Somos como treinta jóvenes con ganas de hacer cosas y sin ninguna cosa que hacer.,exacto,100.0
54.mp3,Ñukanchikmi internetpi tiyashka willachiy pankakunapi kikin hawa willachishun.,ñukanchikmi internetpi tiyashka willachiy pankakunapi kikin hawa willachishun,ñukanchikmi internetpi tiyashka willachiy pankakunapi kikin hawa willachishun,Nosotros le montamos la campaña por las redes sociales.,exacto,100.0
11.mp3,"Ari nikpi, mana nikpi",ari nikpi mana nikpi,ari nikpi mana nikpi,Con permiso o sin permiso,exacto,100.0
15.mp3,"Ari, shinami, pushak juez.",ari shinami pushak juez,ari shinami pushak juez,"Por supuesto, señor juez.",exacto,100.0
2.mp3,"Shinami urmarka alcaldesa pushak Magdalena Ayala, ninan allikachishka llamkak, shinapash umay tukurkami.",shinami urmarka alcaldesa pushak magdalena ayala ninan allikachishka llamkak shinapash umay tukurkami,shinami urmarka alcaldesa pushak magdalena ayala ninan allikachishka llamkak shinapash umay tukurkami,"Eso le pasó a la alcaldesa, la señora Magdalena Ayala, una funcionaria de mucho respeto pero que pisó el palito.",exacto,100.0
140.mp3,"Upiyashun, upiyashun!",upiyashun upiyashun,upyashun upyashun,"¡Salud, salud!",fuzzy,94.44444444444444
216.mp3,"Warmiyashkakuna, kari warmikunapash pachakamakpak reinotaka mana hapinkakunachu.",warmiyashkakuna kari warmikunapash pachakamakpak reinotaka mana hapinkakunachu,warmiyashkakuna kari warmikunapash pachakamakpak reinotaka mana hapinkakunachu,Ni los afeminados ni los homosexuales heredarán el Reino de Dios.,exacto,100.0
41.mp3,Chayshu kalluka llullankapak.,chayshu kalluka llullankapak,chayshu kalluka llullankapak,Y otra para no cumplir.,exacto,100.0
61.mp3,Chay papeletakunaka shuklla tapuyta charirkami.,chay papeletakunaka shuklla tapuyta charirkami,chay papeletakunaka shuklla tapuyta charirkami,Las papeletas tienen una sola pregunta.,exacto,100.0
161.mp3,Chaytami ñuka sobrino unkushka kakpika kararkani.,chaytami ñuka sobrino unkushka kakpika kararkani,chaytami ñuka sobrino unkushka kakpika kararkani,Eso le di yo a mi sobrino que estaba enfermo y listo.,exacto,100.0
98.mp3,Kanpa tarpushkaka alli wanukunawan tarpushkami.,kanpa tarpushkaka alli wanukunawan tarpushkami,kanpa tarpushkaka alli wanukunawan tarpushkami,Los tuyos son orgánicos.,exacto,100.0
108.mp3,Kikinka nachu chay síndrome de Down nishkawan churita charinki?,kikinka nachu chay síndrome de down nishkawan churita charinki,kikinka nachu chay síndrome de down nishkawan churita charinki,¿Usted no es el que tiene un hijo down?,exacto,100.0
138.mp3,"Ama llakiyaychu, warmi.",ama llakiyaychu warmi,ama llakiyaychu warmi,"No se preocupe, señora.",exacto,100.0
13.mp3,"Ima nishpa, ima nishpa, mashi.",ima nishpa ima nishpa mashi,ima nishpa ima nishpa mashi,¿Por qué razón?,exacto,100.0
90.mp3,Wañushkakunatapash mana tantachik usharinchu karka.,wañushkakunatapash mana tantachik usharinchu karka,wañushkakunatapash mana tantachiy usharinchu karka,No había ni cómo recoger los cadáveres.,fuzzy,98.0
42.mp3,Pitak runakunapa nishakunataka katinkayari?,pitak runakunapa nishakunataka katinkayari,pitak runakunapa nishkakunataka katinkayari,¿Quién puede creer en palabra de indios?,fuzzy,98.82352941176471
14.mp3,Ñukaka pichkatami pastormanta churakrini.,ñukaka pichkatami pastormanta churakrini,ñukaka pichkatami pastormanta churakrini,Yo pongo cinco a que gana el pastor.,exacto,100.0
161.mp3,"Pi nishakata ama willashpalla, milagrota rurashkata willay.",pi nishakata ama willashpalla milagrota rurashkata willay,pi nishkata ama willashpalla milagrota rurashkata willay,"Pues cuente el milagro, aunque no cuente el santo.",fuzzy,99.11504424778761
36.mp3,Kunanllatak shuk proyectota consejoman kachakrini.,kunanllatak shuk proyectota consejoman kachakrini,kunanllatak shuk proyectota concejoman kachakrini,Voy a proponer ahora mismo en el Concejo un proyecto.,fuzzy,97.95918367346938
38.mp3,Jaboneropak ayllullaktapi tukuy kawsakkunata vacunankapak nishpa.,jaboneropak ayllullaktapi tukuy kawsakkunata vacunankapak nishpa,jaboneropak ayllullaktapi tukuy kawsakkunata vacunankapak nishpa,Y dispuesta a vacunar a todo el Barrio del Jabonero.,exacto,100.0
117.mp3,Mana navidadpishna karakchu kani.,mana navidadpishna karakchu kani,mana navidadpishna karakchu kani,No quiero aparecer como navidad.,exacto,100.0
231.mp3,"Ama apurarichu, pastor.",ama apurarichu pastor,ama apurariychu pastor,"No se apure, pastor.",fuzzy,97.67441860465115
110.mp3,Shuk mana riksishka ñukanchikta waktasha nikpimi chaymi ñukanchik aychata wakllichin.,shuk mana riksishka ñukanchikta waktasha nikpimi chaymi ñukanchik aychata wakllichin,shuk mana riksishka ñukanchikta waktasha nikpimi chaymi ñukanchik aychata wakllichin,Si yo te meto un puñete estoy dañando tu cuerpo.,exacto,100.0
8.mp3,Chunka kanchis capítulo,chunka kanchis capítulo,chunka kanchis capítulo,Capítulo diecisiete,exacto,100.0
177.mp3,"Mashikunawan tuparichun, pukllachun, ashichunpashyari, nachu shina kan?",mashikunawan tuparichun pukllachun ashichunpashyari nachu shina kan,mashikunawan tuparichun pukllachun asichunpashyari nachu shina kan,"Que puedan encontrarse, jugar y reírse.",fuzzy,99.24812030075188
14.mp3,"Wakay, wakay.",wakay wakay,wakay wakay,"Llore, llore.",exacto,100.0
59.mp3,Ñukanchik ayllu llaktapi shuk tapuykunata rurarkanchik.,ñukanchik ayllu llaktapi shuk tapuykunata rurarkanchik,ñukanchik ayllullaktapi shuk tapuykunata rurarkanchik,"Le cuento que hicimos una consulta, un concurso entre los vecinos y vecinas.",fuzzy,99.06542056074767
151.mp3,Ñukaka mana yachani ? chaytaka.,ñukaka mana yachani chaytaka,ñukaka mana yachanika chaytaka,Yo no digo nada.,fuzzy,96.55172413793103
77.mp3,Pandemiamantaka mana yachana wasiman rikunkuna.,pandemiamantaka mana yachana wasiman rikunkuna,pandemiamantaka mana yachana wasiman rikunkuna,No van a la escuela por la jodida pandemia.,exacto,100.0
159.mp3,Kari wawakunata warmikuna tukuyta ushankichikmi ninmi.,kari wawakunata warmikuna tukuyta ushankichikmi ninmi,kari wawakunata warmikuna tukuyta ushankichikmi ninmi,Dicen que los niños pueden hacerse niñas.,exacto,100.0
201.mp3,"Ayllukunapash, yachana wasipipash yachachinami kanchik.",ayllukunapash yachana wasipipash yachachinami kanchik,ayllukunapash yachana wasipipash yachachinami kanchik,De la familia y de la escuela.,exacto,100.0
12.mp3,Iskun capítulo,iskun capítulo,iskun capítulo,Capítulo nueve,exacto,100.0
160.mp3,Kikinman willachinacha?,kikinman willachinacha,kikinman willachinacha,No sé si decirle.,exacto,100.0
134.mp3,Ñuka uraypi shuk kumarita charini.,ñuka uraypi shuk kumarita charini,ñuka uraypi shuk kumarita charini,Yo tengo una comadre en el norte.,exacto,100.0
61.mp3,Ñukaka rukukukunapa uyachikunata kay programa nishkakunata rurachun munani.,ñukaka rukukukunapa uyachikunata kay programa nishkakunata rurachun munani,ñukaka rukukunapa uyachiykunata kay programa nishkakunata rurachun munani,Yo quiero tener un programa para la tercera edad.,fuzzy,97.95918367346938
67.mp3,Shinapash shimitapash mana killparishka kankichik.,shinapash shimitapash mana killparishka kankichik,shinapash shimitapash mana killparishka kankichik,Y encima sin mascarillas.,exacto,100.0
48.mp3,Nachu purikrishun shinapash shuk cafékuta upyashun.,nachu purikrishun shinapash shuk cafékuta upyashun,nachu purikrishun shinapash shuk cafékuta upyashun,¿No le gustaría darse una vuelta y nos tomamos un cafecito?,exacto,100.0
45.mp3,"Chay shukpa rinki, chay shukpa.",chay shukpa rinki chay shukpa,chayshukpa rinki chayshukpa,En otra te toca.,fuzzy,96.42857142857143
154.mp3,Imatapash tarina kanchik.,imatapash tarina kanchik,imatapash tarina kanchik,Hay que encontrar algo.,exacto,100.0
